Sales Person,Geography,Product,Date,Amount,Boxes
Barr Faughny,India,Choco Coated Almonds,1/14/2022,5705,571
Madelene Upcott,Australia,Spicy Special Slims,1/14/2022,14504,1820
Marney O'Breen,Australia,Manuka Honey Choco,1/14/2022,12726,606
Karlen McCaffrey,UK,Eclairs,1/14/2022,2947,369
Brien Boise,UK,Drinking Coco,1/14/2022,12467,462
Wilone O'Kielt,Australia,Choco Coated Almonds,1/14/2022,6923,630
Dotty Strutley,USA,50% Dark Bites,1/14/2022,1547,62
Camilla Castle,New Zealand,50% Dark Bites,1/14/2022,4312,173
Kaine Padly,UK,50% Dark Bites,1/14/2022,7672,296
Gunar Cockshoot,USA,70% Dark Bites,1/14/2022,4690,522
Madelene Upcott,UK,Peanut Butter Cubes,1/14/2022,11361,598
Dennison Crosswaite,USA,70% Dark Bites,1/14/2022,2877,320
Gigi Bohling,USA,Choco Coated Almonds,1/14/2022,4900,446
Madelene Upcott,India,Raspberry Choco,1/14/2022,3955,198
Jehu Rudeforth,UK,50% Dark Bites,1/14/2022,10948,438
Jan Morforth,India,Orange Choco,1/14/2022,6041,336
Dennison Crosswaite,New Zealand,Baker's Choco Chips,1/14/2022,6020,262
Andria Kimpton,UK,Smooth Sliky Salty,1/14/2022,14098,1750
Beverie Moffet,UK,Raspberry Choco,1/14/2022,8715,397
Gunar Cockshoot,New Zealand,Eclairs,1/14/2022,2702,451
Ches Bonnell,Canada,Orange Choco,1/14/2022,10899,574
Camilla Castle,Canada,White Choc,1/14/2022,2597,237
Gunar Cockshoot,UK,Baker's Choco Chips,1/14/2022,8050,336
Marney O'Breen,Canada,Raspberry Choco,1/14/2022,1596,76
Brien Boise,New Zealand,After Nines,1/17/2022,455,29
Oby Sorrel,Canada,Caramel Stuffed Bars,1/17/2022,7980,470
Jan Morforth,UK,Mint Chip Choco,1/17/2022,3199,267
Husein Augar,USA,Fruit & Nut Bars,1/17/2022,3248,203
Jehu Rudeforth,New Zealand,Mint Chip Choco,1/17/2022,6531,545
Ches Bonnell,UK,85% Dark Bars,1/17/2022,6258,313
Rafaelita Blaksland,New Zealand,Baker's Choco Chips,1/17/2022,1092,50
Andria Kimpton,USA,70% Dark Bites,1/17/2022,2415,269
Karlen McCaffrey,USA,Peanut Butter Cubes,1/17/2022,12369,651
Barr Faughny,USA,After Nines,1/17/2022,2667,157
Roddy Speechley,USA,Fruit & Nut Bars,1/17/2022,357,24
Jehu Rudeforth,USA,Baker's Choco Chips,1/17/2022,63,3
Barr Faughny,India,Orange Choco,1/17/2022,9177,510
Beverie Moffet,Australia,White Choc,1/17/2022,11291,910
Ches Bonnell,USA,Caramel Stuffed Bars,1/17/2022,5446,364
Mallorie Waber,India,Spicy Special Slims,1/17/2022,11977,1470
Andria Kimpton,UK,Raspberry Choco,1/17/2022,6209,311
Rafaelita Blaksland,Australia,Manuka Honey Choco,1/17/2022,11249,512
Dennison Crosswaite,Australia,Choco Coated Almonds,1/17/2022,2912,243
Kaine Padly,Australia,Eclairs,1/17/2022,15806,2240
Marney O'Breen,USA,Choco Coated Almonds,1/17/2022,10101,980
Curtice Advani,India,Smooth Sliky Salty,1/17/2022,7651,1120
Dennison Crosswaite,New Zealand,Peanut Butter Cubes,1/17/2022,4046,213
Gunar Cockshoot,India,Milk Bars,1/17/2022,4494,300
Mallorie Waber,Australia,70% Dark Bites,1/17/2022,6069,840
Husein Augar,New Zealand,White Choc,1/17/2022,9751,910
Madelene Upcott,USA,Orange Choco,1/17/2022,4158,208
Van Tuxwell,India,Peanut Butter Cubes,1/17/2022,3003,167
Oby Sorrel,UK,50% Dark Bites,1/17/2022,3612,134
Curtice Advani,USA,Eclairs,1/17/2022,13265,2240
Mallorie Waber,USA,99% Dark & Pure,1/17/2022,2688,123
Dotty Strutley,New Zealand,Raspberry Choco,1/17/2022,7469,340
Van Tuxwell,UK,Orange Choco,1/17/2022,1785,94
Dennison Crosswaite,UK,Almond Choco,1/17/2022,5670,405
Mallorie Waber,India,Almond Choco,1/17/2022,420,27
Oby Sorrel,Australia,White Choc,1/17/2022,7714,700
Van Tuxwell,USA,Smooth Sliky Salty,1/17/2022,3031,433
Rafaelita Blaksland,New Zealand,Manuka Honey Choco,1/17/2022,10654,464
Van Tuxwell,Australia,85% Dark Bars,1/17/2022,3255,163
Roddy Speechley,Australia,Spicy Special Slims,1/17/2022,1001,101
Kelci Walkden,USA,Caramel Stuffed Bars,1/17/2022,9051,604
Wilone O'Kielt,New Zealand,Peanut Butter Cubes,1/17/2022,11172,621
Rafaelita Blaksland,New Zealand,Almond Choco,1/17/2022,1680,120
Andria Kimpton,Australia,Baker's Choco Chips,1/17/2022,6223,271
Mallorie Waber,New Zealand,Peanut Butter Cubes,1/17/2022,1547,82
Gunar Cockshoot,Canada,Manuka Honey Choco,1/17/2022,13013,620
Rafaelita Blaksland,Canada,99% Dark & Pure,1/17/2022,3787,173
Jehu Rudeforth,Canada,Milk Bars,1/17/2022,2870,169
Dotty Strutley,India,Choco Coated Almonds,1/17/2022,4529,412
Brien Boise,Canada,Choco Coated Almonds,1/17/2022,17724,1610
Oby Sorrel,Australia,Drinking Coco,1/17/2022,7679,308
Roddy Speechley,UK,Raspberry Choco,1/17/2022,4669,234
Marney O'Breen,India,99% Dark & Pure,1/17/2022,1666,73
Marney O'Breen,India,Manuka Honey Choco,1/17/2022,679,30
Jan Morforth,New Zealand,50% Dark Bites,1/17/2022,4088,164
Dennison Crosswaite,New Zealand,Eclairs,1/17/2022,6440,910
Van Tuxwell,USA,Almond Choco,1/17/2022,3332,223
Ches Bonnell,India,Drinking Coco,1/17/2022,5467,203
Karlen McCaffrey,USA,Raspberry Choco,1/17/2022,4767,227
Barr Faughny,India,Manuka Honey Choco,1/17/2022,6664,318
Kaine Padly,India,99% Dark & Pure,1/17/2022,12383,539
Mallorie Waber,USA,Fruit & Nut Bars,1/17/2022,7427,531
Barr Faughny,UK,50% Dark Bites,1/17/2022,7105,274
Jan Morforth,India,Caramel Stuffed Bars,1/17/2022,4648,274
Dennison Crosswaite,India,Almond Choco,1/17/2022,3038,190
Husein Augar,New Zealand,Caramel Stuffed Bars,1/17/2022,4592,287
Dennison Crosswaite,India,70% Dark Bites,1/17/2022,3213,459
Gigi Bohling,UK,50% Dark Bites,1/17/2022,4046,150
Ches Bonnell,New Zealand,Choco Coated Almonds,1/17/2022,3479,290
Dennison Crosswaite,UK,Choco Coated Almonds,1/17/2022,8568,840
Dennison Crosswaite,UK,Organic Choco Syrup,1/17/2022,9009,392
Madelene Upcott,USA,Caramel Stuffed Bars,1/17/2022,21,2
Roddy Speechley,Australia,Milk Bars,1/17/2022,19950,1260
Dennison Crosswaite,India,Drinking Coco,1/17/2022,9625,357
Oby Sorrel,USA,50% Dark Bites,1/17/2022,7168,276
Gunar Cockshoot,New Zealand,Almond Choco,1/17/2022,2170,145
Roddy Speechley,USA,Raspberry Choco,1/17/2022,4564,208
Brien Boise,Canada,99% Dark & Pure,1/17/2022,3927,171
Andria Kimpton,India,Almond Choco,1/17/2022,6573,470
Andria Kimpton,New Zealand,Manuka Honey Choco,1/18/2022,476,23
Mallorie Waber,Canada,White Choc,1/18/2022,1715,132
Gigi Bohling,Australia,70% Dark Bites,1/18/2022,13608,1540
Roddy Speechley,New Zealand,Baker's Choco Chips,1/18/2022,1141,52
Barr Faughny,UK,Caramel Stuffed Bars,1/18/2022,2107,124
Beverie Moffet,UK,Smooth Sliky Salty,1/18/2022,5124,840
Jan Morforth,India,Raspberry Choco,1/18/2022,5761,262
Barr Faughny,New Zealand,Almond Choco,1/18/2022,9569,684
Karlen McCaffrey,UK,Fruit & Nut Bars,1/18/2022,1680,105
Barr Faughny,India,Drinking Coco,1/18/2022,1358,51
Roddy Speechley,India,After Nines,1/18/2022,12572,699
Brien Boise,Canada,Orange Choco,1/18/2022,10157,508
Madelene Upcott,UK,Choco Coated Almonds,1/18/2022,11711,1050
Rafaelita Blaksland,India,Milk Bars,1/19/2022,3493,233
Beverie Moffet,Canada,Almond Choco,1/19/2022,1218,82
Van Tuxwell,Australia,Drinking Coco,1/19/2022,532,20
Kelci Walkden,Canada,Mint Chip Choco,1/19/2022,651,51
Curtice Advani,UK,Peanut Butter Cubes,1/19/2022,9121,537
Curtice Advani,Australia,Almond Choco,1/19/2022,3185,213
Barr Faughny,Australia,Baker's Choco Chips,1/19/2022,1841,77
Jehu Rudeforth,USA,Drinking Coco,1/19/2022,11046,410
Roddy Speechley,UK,50% Dark Bites,1/19/2022,11802,454
Karlen McCaffrey,USA,Spicy Special Slims,1/19/2022,3941,395
Madelene Upcott,India,Milk Bars,1/19/2022,1001,59
Marney O'Breen,UK,Milk Bars,1/19/2022,10129,676
Madelene Upcott,UK,Orange Choco,1/19/2022,7210,361
Oby Sorrel,USA,Mint Chip Choco,1/19/2022,2933,210
Kelci Walkden,USA,Orange Choco,1/19/2022,7217,401
Wilone O'Kielt,Australia,Mint Chip Choco,1/19/2022,8813,678
Andria Kimpton,New Zealand,70% Dark Bites,1/19/2022,1729,247
Curtice Advani,UK,70% Dark Bites,1/19/2022,483,61
Gigi Bohling,Australia,Orange Choco,1/19/2022,13398,700
Oby Sorrel,New Zealand,85% Dark Bars,1/19/2022,2044,103
Barr Faughny,New Zealand,Mint Chip Choco,1/19/2022,6797,523
Marney O'Breen,Australia,White Choc,1/19/2022,9016,840
Camilla Castle,Canada,Baker's Choco Chips,1/19/2022,2527,110
Jehu Rudeforth,India,Fruit & Nut Bars,1/19/2022,5544,396
Kaine Padly,UK,Drinking Coco,1/19/2022,658,26
Jehu Rudeforth,New Zealand,Orange Choco,1/19/2022,3059,170
Kaine Padly,UK,Peanut Butter Cubes,1/19/2022,1813,107
Barr Faughny,Canada,99% Dark & Pure,1/19/2022,9856,429
Barr Faughny,Australia,Almond Choco,1/19/2022,10696,700
Kelci Walkden,UK,Almond Choco,1/19/2022,931,63
Curtice Advani,UK,Baker's Choco Chips,1/20/2022,1330,58
Madelene Upcott,Australia,Eclairs,1/20/2022,3878,554
Roddy Speechley,UK,Milk Bars,1/20/2022,1904,119
Van Tuxwell,New Zealand,85% Dark Bars,1/20/2022,1603,90
Brien Boise,UK,Mint Chip Choco,1/20/2022,15638,1330
Dotty Strutley,India,Peanut Butter Cubes,1/20/2022,7595,447
Karlen McCaffrey,India,Milk Bars,1/20/2022,5075,339
Camilla Castle,India,Smooth Sliky Salty,1/20/2022,707,89
Madelene Upcott,Australia,Orange Choco,1/20/2022,4809,241
Dotty Strutley,New Zealand,Fruit & Nut Bars,1/20/2022,5775,361
Husein Augar,New Zealand,Drinking Coco,1/20/2022,4858,180
Barr Faughny,UK,85% Dark Bars,1/20/2022,4753,251
Roddy Speechley,New Zealand,Orange Choco,1/20/2022,3416,171
Oby Sorrel,UK,Smooth Sliky Salty,1/20/2022,3374,563
Andria Kimpton,Australia,Smooth Sliky Salty,1/20/2022,6972,980
Van Tuxwell,UK,85% Dark Bars,1/20/2022,1022,57
Van Tuxwell,New Zealand,Caramel Stuffed Bars,1/20/2022,1519,90
Husein Augar,Australia,Choco Coated Almonds,1/20/2022,11284,1120
Ches Bonnell,USA,Drinking Coco,1/20/2022,12348,494
Dennison Crosswaite,Australia,Mint Chip Choco,1/20/2022,4053,338
Wilone O'Kielt,Canada,70% Dark Bites,1/20/2022,1484,186
Dotty Strutley,USA,After Nines,1/20/2022,1407,83
Mallorie Waber,New Zealand,50% Dark Bites,1/20/2022,8274,319
Mallorie Waber,USA,Raspberry Choco,1/20/2022,10626,532
Van Tuxwell,Canada,Raspberry Choco,1/20/2022,13951,698
Husein Augar,Australia,Smooth Sliky Salty,1/20/2022,4641,663
Jan Morforth,India,70% Dark Bites,1/20/2022,7175,1050
Roddy Speechley,Australia,Drinking Coco,1/21/2022,5747,222
Camilla Castle,USA,Eclairs,1/21/2022,3325,416
Brien Boise,USA,Fruit & Nut Bars,1/21/2022,3752,235
Roddy Speechley,New Zealand,99% Dark & Pure,1/21/2022,3787,165
Kaine Padly,Australia,Orange Choco,1/21/2022,4277,238
Ches Bonnell,New Zealand,Organic Choco Syrup,1/21/2022,3626,158
Andria Kimpton,USA,Fruit & Nut Bars,1/21/2022,5789,362
Kaine Padly,Canada,Drinking Coco,1/21/2022,14217,527
Roddy Speechley,India,Orange Choco,1/21/2022,532,27
Dotty Strutley,Australia,Fruit & Nut Bars,1/21/2022,707,48
Marney O'Breen,India,Almond Choco,1/21/2022,10136,676
Rafaelita Blaksland,UK,85% Dark Bars,1/24/2022,819,41
Gigi Bohling,UK,White Choc,1/24/2022,6216,518
Gigi Bohling,New Zealand,White Choc,1/24/2022,1400,117
Gunar Cockshoot,Canada,White Choc,1/24/2022,2016,168
Ches Bonnell,India,Baker's Choco Chips,1/24/2022,2114,92
Wilone O'Kielt,Australia,Orange Choco,1/24/2022,10087,561
Madelene Upcott,New Zealand,Drinking Coco,1/24/2022,6909,256
Dotty Strutley,Australia,Peanut Butter Cubes,1/24/2022,497,28
Ches Bonnell,UK,Smooth Sliky Salty,1/24/2022,4466,559
Brien Boise,Canada,50% Dark Bites,1/24/2022,2772,111
Mallorie Waber,Canada,Smooth Sliky Salty,1/24/2022,4732,592
Karlen McCaffrey,Canada,Drinking Coco,1/24/2022,791,32
Jehu Rudeforth,USA,White Choc,1/24/2022,20181,1680
Kelci Walkden,India,Caramel Stuffed Bars,1/24/2022,2702,169
Kelci Walkden,USA,Spicy Special Slims,1/24/2022,994,125
Oby Sorrel,India,Caramel Stuffed Bars,1/24/2022,6762,398
Gunar Cockshoot,New Zealand,After Nines,1/24/2022,13874,840
Dotty Strutley,New Zealand,99% Dark & Pure,1/24/2022,4557,190
Rafaelita Blaksland,USA,Peanut Butter Cubes,1/24/2022,9898,550
Husein Augar,New Zealand,70% Dark Bites,1/25/2022,4284,476
Andria Kimpton,Australia,70% Dark Bites,1/25/2022,4473,497
Jehu Rudeforth,India,Caramel Stuffed Bars,1/25/2022,1666,98
Karlen McCaffrey,Australia,After Nines,1/25/2022,7049,441
Beverie Moffet,Australia,Smooth Sliky Salty,1/25/2022,4879,610
Curtice Advani,Canada,After Nines,1/25/2022,301,19
Gigi Bohling,New Zealand,Peanut Butter Cubes,1/25/2022,10801,636
Roddy Speechley,USA,Orange Choco,1/25/2022,1967,99
Dotty Strutley,New Zealand,70% Dark Bites,1/25/2022,4809,535
Gunar Cockshoot,India,Peanut Butter Cubes,1/25/2022,3451,203
Husein Augar,New Zealand,Milk Bars,1/25/2022,4186,247
Dennison Crosswaite,Australia,Drinking Coco,1/25/2022,14,1
Madelene Upcott,Canada,Manuka Honey Choco,1/25/2022,5649,257
Curtice Advani,New Zealand,Caramel Stuffed Bars,1/25/2022,4396,294
Camilla Castle,New Zealand,After Nines,1/25/2022,4669,260
Wilone O'Kielt,New Zealand,Fruit & Nut Bars,1/25/2022,9772,611
Karlen McCaffrey,Canada,Milk Bars,1/25/2022,308,19
Brien Boise,New Zealand,50% Dark Bites,1/25/2022,9380,348
Husein Augar,India,Orange Choco,1/25/2022,5999,316
Husein Augar,Australia,Fruit & Nut Bars,1/25/2022,826,56
Kelci Walkden,Canada,Caramel Stuffed Bars,1/25/2022,3255,217
Karlen McCaffrey,India,Almond Choco,1/25/2022,3500,234
Curtice Advani,USA,99% Dark & Pure,1/25/2022,19061,770
Jehu Rudeforth,UK,Spicy Special Slims,1/25/2022,15183,1680
Jan Morforth,UK,White Choc,1/25/2022,4865,375
Beverie Moffet,USA,Spicy Special Slims,1/25/2022,1512,189
Gunar Cockshoot,Australia,50% Dark Bites,1/26/2022,5789,215
Gunar Cockshoot,India,99% Dark & Pure,1/26/2022,2310,97
Rafaelita Blaksland,Canada,Organic Choco Syrup,1/26/2022,13069,595
Kelci Walkden,New Zealand,Spicy Special Slims,1/26/2022,10066,980
Kaine Padly,New Zealand,70% Dark Bites,1/26/2022,1428,159
Dennison Crosswaite,New Zealand,Drinking Coco,1/26/2022,5999,240
Kaine Padly,New Zealand,Spicy Special Slims,1/26/2022,7434,770
Dennison Crosswaite,India,After Nines,1/26/2022,63,4
Beverie Moffet,Canada,Peanut Butter Cubes,1/26/2022,15953,910
Beverie Moffet,New Zealand,Spicy Special Slims,1/26/2022,1918,214
Dennison Crosswaite,New Zealand,Spicy Special Slims,1/26/2022,392,40
Curtice Advani,India,Orange Choco,1/26/2022,16121,910
Camilla Castle,UK,Drinking Coco,1/26/2022,7630,294
Wilone O'Kielt,New Zealand,After Nines,1/26/2022,4319,255
Jan Morforth,Canada,Manuka Honey Choco,1/26/2022,5530,241
Dennison Crosswaite,USA,Smooth Sliky Salty,1/26/2022,1596,266
Mallorie Waber,New Zealand,Fruit & Nut Bars,1/26/2022,1855,116
Ches Bonnell,India,Choco Coated Almonds,1/26/2022,8092,675
Camilla Castle,Australia,Milk Bars,1/26/2022,10094,673
Andria Kimpton,India,Organic Choco Syrup,1/26/2022,3815,159
Karlen McCaffrey,USA,Choco Coated Almonds,1/26/2022,18536,1540
Gunar Cockshoot,USA,Orange Choco,1/26/2022,4319,216
Karlen McCaffrey,Canada,70% Dark Bites,1/26/2022,56,7
Mallorie Waber,USA,Smooth Sliky Salty,1/26/2022,9107,1540
Camilla Castle,UK,Raspberry Choco,1/26/2022,1127,52
Barr Faughny,Australia,50% Dark Bites,1/26/2022,3171,118
Wilone O'Kielt,India,After Nines,1/26/2022,3787,211
Roddy Speechley,New Zealand,Organic Choco Syrup,1/26/2022,3374,141
Jehu Rudeforth,India,Spicy Special Slims,1/26/2022,5222,653
Rafaelita Blaksland,USA,Orange Choco,1/26/2022,11683,650
Beverie Moffet,New Zealand,99% Dark & Pure,1/26/2022,6664,278
Andria Kimpton,Canada,Baker's Choco Chips,1/26/2022,10794,470
Jan Morforth,USA,Spicy Special Slims,1/26/2022,2954,296
Mallorie Waber,India,Fruit & Nut Bars,1/26/2022,1470,105
Husein Augar,India,Eclairs,1/26/2022,5649,840
Van Tuxwell,Canada,Fruit & Nut Bars,1/26/2022,4746,339
Brien Boise,New Zealand,Mint Chip Choco,1/26/2022,1736,124
Curtice Advani,UK,85% Dark Bars,1/26/2022,1225,62
Wilone O'Kielt,UK,Milk Bars,1/26/2022,7805,488
Jehu Rudeforth,UK,Milk Bars,1/26/2022,7889,494
Beverie Moffet,India,Smooth Sliky Salty,1/26/2022,5922,770
Marney O'Breen,USA,Drinking Coco,1/26/2022,4494,167
Kelci Walkden,Australia,Caramel Stuffed Bars,1/26/2022,4396,275
Ches Bonnell,New Zealand,Drinking Coco,1/26/2022,11627,466
Husein Augar,India,50% Dark Bites,1/26/2022,2863,107
Gunar Cockshoot,Australia,Smooth Sliky Salty,1/26/2022,7609,980
Barr Faughny,New Zealand,White Choc,1/26/2022,6104,509
Ches Bonnell,USA,Eclairs,1/26/2022,420,70
Barr Faughny,UK,Organic Choco Syrup,1/26/2022,1575,72
Rafaelita Blaksland,UK,Smooth Sliky Salty,1/26/2022,2639,377
Jan Morforth,Canada,Organic Choco Syrup,1/26/2022,19488,910
Mallorie Waber,New Zealand,Organic Choco Syrup,1/26/2022,14119,589
Jehu Rudeforth,New Zealand,Raspberry Choco,1/26/2022,973,49
Gigi Bohling,UK,Raspberry Choco,1/26/2022,13230,630
Dotty Strutley,USA,Raspberry Choco,1/26/2022,1687,77
Roddy Speechley,USA,50% Dark Bites,1/26/2022,8659,334
Beverie Moffet,UK,Mint Chip Choco,1/26/2022,6951,535
Madelene Upcott,Canada,White Choc,1/26/2022,2142,165
Jan Morforth,UK,Drinking Coco,1/26/2022,11536,444
Andria Kimpton,Canada,Spicy Special Slims,1/27/2022,3178,354
Gigi Bohling,UK,Manuka Honey Choco,1/27/2022,4970,217
Dennison Crosswaite,Canada,Organic Choco Syrup,1/27/2022,4606,210
Gigi Bohling,New Zealand,Smooth Sliky Salty,1/27/2022,6615,840
Curtice Advani,New Zealand,99% Dark & Pure,1/27/2022,3360,140
Beverie Moffet,India,After Nines,1/27/2022,2324,137
Jehu Rudeforth,UK,White Choc,1/27/2022,1771,161
Oby Sorrel,Australia,Mint Chip Choco,1/27/2022,11956,840
Curtice Advani,India,70% Dark Bites,1/27/2022,8239,910
Jehu Rudeforth,UK,Eclairs,1/27/2022,448,64
Ches Bonnell,New Zealand,Eclairs,1/27/2022,546,69
Kaine Padly,Canada,70% Dark Bites,1/27/2022,6867,770
Marney O'Breen,UK,99% Dark & Pure,1/27/2022,6328,288
Mallorie Waber,New Zealand,Choco Coated Almonds,1/27/2022,1330,133
Gunar Cockshoot,Australia,Eclairs,1/27/2022,1778,254
Kelci Walkden,Australia,Organic Choco Syrup,1/27/2022,4963,207
Gigi Bohling,Canada,Baker's Choco Chips,1/27/2022,11900,496
Jan Morforth,UK,Orange Choco,1/27/2022,12600,630
Curtice Advani,USA,Fruit & Nut Bars,1/27/2022,2772,185
Curtice Advani,USA,Organic Choco Syrup,1/27/2022,2940,123
Brien Boise,New Zealand,Organic Choco Syrup,1/27/2022,3311,144
Gigi Bohling,India,Milk Bars,1/27/2022,8015,472
Roddy Speechley,India,Organic Choco Syrup,1/27/2022,6076,265
Mallorie Waber,Australia,50% Dark Bites,1/27/2022,2002,75
Rafaelita Blaksland,USA,99% Dark & Pure,1/27/2022,1267,53
Madelene Upcott,USA,Milk Bars,1/28/2022,20048,1190
Van Tuxwell,Canada,Mint Chip Choco,1/28/2022,686,58
Curtice Advani,USA,Mint Chip Choco,1/28/2022,2212,158
Kelci Walkden,New Zealand,50% Dark Bites,1/28/2022,1533,62
Barr Faughny,UK,After Nines,1/28/2022,1414,84
Curtice Advani,UK,Mint Chip Choco,1/28/2022,42,3
Jehu Rudeforth,UK,After Nines,1/28/2022,12236,770
Kelci Walkden,Australia,85% Dark Bars,1/28/2022,3766,189
Kelci Walkden,Australia,Manuka Honey Choco,1/28/2022,2030,93
Andria Kimpton,India,Eclairs,1/28/2022,651,109
Rafaelita Blaksland,USA,White Choc,1/28/2022,3822,319
Gigi Bohling,UK,Eclairs,1/28/2022,420,53
Wilone O'Kielt,Australia,Peanut Butter Cubes,1/28/2022,3570,199
Dennison Crosswaite,Canada,Manuka Honey Choco,1/28/2022,17962,840
Mallorie Waber,Australia,85% Dark Bars,1/28/2022,5649,314
Curtice Advani,USA,Raspberry Choco,1/28/2022,1344,62
Camilla Castle,New Zealand,White Choc,1/28/2022,5341,411
Ches Bonnell,UK,After Nines,1/28/2022,168,10
Curtice Advani,India,Almond Choco,1/28/2022,17885,1120
Camilla Castle,New Zealand,Orange Choco,1/28/2022,10731,537
Kelci Walkden,USA,85% Dark Bars,1/28/2022,6748,338
Dennison Crosswaite,Canada,Eclairs,1/28/2022,2114,353
Kelci Walkden,USA,Mint Chip Choco,1/28/2022,12334,980
Ches Bonnell,India,Milk Bars,1/28/2022,2548,170
Dotty Strutley,Canada,99% Dark & Pure,1/28/2022,5348,233
Husein Augar,Canada,After Nines,1/28/2022,210,12
Mallorie Waber,Canada,Almond Choco,1/28/2022,13160,910
Kelci Walkden,New Zealand,Fruit & Nut Bars,1/28/2022,7658,547
Wilone O'Kielt,Canada,Drinking Coco,1/28/2022,6531,242
Kaine Padly,UK,Mint Chip Choco,1/28/2022,3213,268
Kelci Walkden,New Zealand,Manuka Honey Choco,1/28/2022,1708,82
Gigi Bohling,UK,Fruit & Nut Bars,1/28/2022,4627,290
Ches Bonnell,Australia,99% Dark & Pure,1/28/2022,1246,52
Andria Kimpton,India,50% Dark Bites,1/28/2022,10066,373
Roddy Speechley,India,Milk Bars,1/28/2022,4109,242
Kelci Walkden,Canada,Organic Choco Syrup,1/28/2022,4081,178
Marney O'Breen,Australia,Orange Choco,1/28/2022,1561,87
Jehu Rudeforth,India,Mint Chip Choco,1/28/2022,2366,182
Gigi Bohling,India,Orange Choco,1/28/2022,154,9
Marney O'Breen,New Zealand,Choco Coated Almonds,1/28/2022,4921,411
Marney O'Breen,USA,50% Dark Bites,1/28/2022,7483,300
Marney O'Breen,Canada,Mint Chip Choco,1/28/2022,10024,840
Gunar Cockshoot,USA,Milk Bars,1/28/2022,8078,539
Beverie Moffet,UK,Orange Choco,1/28/2022,3143,158
Ches Bonnell,UK,Choco Coated Almonds,1/28/2022,8568,770
Dennison Crosswaite,USA,Raspberry Choco,1/28/2022,16135,840
Wilone O'Kielt,New Zealand,Milk Bars,1/28/2022,6377,376
Barr Faughny,UK,Fruit & Nut Bars,1/28/2022,77,6
Husein Augar,New Zealand,Baker's Choco Chips,1/28/2022,5383,245
Curtice Advani,UK,Smooth Sliky Salty,1/28/2022,4515,645
Gigi Bohling,UK,Almond Choco,1/28/2022,7119,445
Gigi Bohling,Australia,Milk Bars,1/28/2022,4529,267
Barr Faughny,India,Mint Chip Choco,1/28/2022,11018,840
Roddy Speechley,UK,Mint Chip Choco,1/28/2022,1792,150
Gunar Cockshoot,India,Drinking Coco,1/28/2022,10983,440
Brien Boise,USA,White Choc,1/28/2022,2674,244
Husein Augar,Australia,Organic Choco Syrup,1/28/2022,3136,131
Mallorie Waber,UK,Milk Bars,1/28/2022,623,39
Brien Boise,Australia,Spicy Special Slims,1/28/2022,2345,294
Gigi Bohling,Australia,Caramel Stuffed Bars,1/28/2022,3031,190
Mallorie Waber,Australia,Organic Choco Syrup,1/28/2022,4046,169
Brien Boise,New Zealand,Peanut Butter Cubes,1/28/2022,6013,317
Curtice Advani,UK,Raspberry Choco,1/28/2022,3850,184
Brien Boise,New Zealand,99% Dark & Pure,1/28/2022,8106,338
Kaine Padly,UK,Orange Choco,1/28/2022,714,38
Rafaelita Blaksland,Canada,Milk Bars,1/28/2022,105,7
Roddy Speechley,UK,Manuka Honey Choco,1/28/2022,938,43
Oby Sorrel,New Zealand,50% Dark Bites,1/28/2022,5320,205
Mallorie Waber,New Zealand,Mint Chip Choco,1/28/2022,7784,649
Mallorie Waber,Canada,Spicy Special Slims,1/28/2022,644,81
Curtice Advani,Canada,Organic Choco Syrup,1/28/2022,12320,536
Oby Sorrel,India,Peanut Butter Cubes,1/31/2022,9989,526
Kaine Padly,Australia,50% Dark Bites,1/31/2022,5334,198
Husein Augar,UK,Eclairs,1/31/2022,7364,910
Husein Augar,Australia,Peanut Butter Cubes,1/31/2022,595,32
Wilone O'Kielt,USA,After Nines,1/31/2022,8330,521
Dotty Strutley,USA,99% Dark & Pure,2/1/2022,840,39
Jehu Rudeforth,UK,Caramel Stuffed Bars,2/1/2022,13454,1120
Mallorie Waber,New Zealand,Raspberry Choco,2/1/2022,3157,158
